country,Year,Disaster Type,Entry Criteria
SB,2015,Drought,Affected
SL,2015,Flood,Kill
SV,2015,Storm,Affected
SV,2015,Flood,Affected
SO,2015,Storm,Affected
SO,2015,Flood,Affected
SO,2015,Flood,Affected
SY,2015,Storm,Affected
TG,2015,Epidemic,Kill
TH,2015,Drought,SigDis
TJ,2015,Earthquake,Affected
TJ,2015,Landslide,Kill
TO,2015,Drought,Affected
TR,2015,Flood,Waiting
TW,2015,Storm,Affected
TW,2015,Storm,Affected
TZ,2015,Epidemic,Kill
TZ,2015,Epidemic,Kill
TZ,2015,Flood,Kill
UY,2015,Flood,Affected
UY,2015,Flood,Affected
UY,2015,Flood,Affected
US,2015,Storm,SigDam
US,2015,Storm,Kill
US,2015,Storm,Kill
US,2015,Storm,Kill
US,2015,Flood,Affected
US,2015,Flood,Kill
US,2015,Wildfire,Affected
US,2015,Wildfire,SigDis
US,2015,Drought,SigDam
US,2015,Wildfire,Declar
US,2015,Flood,Affected
VE,2015,Flood,Affected
VN,2015,Storm,Affected
VN,2015,Drought,Affected
VN,2015,Flood,Affected
WS,2015,Drought,Affected
YE,2015,Storm,Affected
YE,2015,Epidemic,Affected
CD,2015,Earthquake,Affected
CD,2015,Wildfire,Affected
CD,2015,Flood,Kill
CD,2015,Flood,Affected
MP,2015,Storm,Kill
TL,2015,Earthquake,Affected
SS,2015,Epidemic,Kill
KH,2015,Storm,Affected
TH,2015,Storm,Affected
KH,2015,Flood,Affected
VN,2015,Storm,Affected
IN,2014,Storm,Kill
CL,2014,Earthquake,Affected
AU,2014,Wildfire,Waiting
CN,2014,Storm,Kill
CN,2014,Storm,Affected
AF,2014,Flood,Kill
BI,2014,Flood,Kill
ID,2014,Flood,Kill
ID,2014,Flood,Affected
ID,2014,Flood,Kill
IT,2014,Flood,Affected
IT,2014,Flood,SigDam
CO,2014,Flood,Affected
AF,2014,Storm,Kill
CN,2014,Storm,Kill
IN,2014,Extreme temperature,Kill
KM,2014,Storm,Affected
GB,2014,Storm,Affected
HT,2014,Drought,Declar
AR,2014,Flood,Affected
AR,2014,Landslide,Waiting
AU,2014,Extreme temperature,Waiting
AU,2014,Wildfire,Affected
BD,2014,Storm,Kill
BG,2014,Flood,Declar
BA,2014,Flood,Declar
BY,2014,Extreme temperature,Affected
BO,2014,Landslide,Kill
BR,2014,Flood,Kill
BR,2014,Flood,Affected
BR,2014,Drought,SigDam
CA,2014,Extreme temperature,Affected
CL,2014,Wildfire,Kill
CN,2014,Storm,Affected
CN,2014,Storm,Affected
CN,2014,Earthquake,Affected
CN,2014,Earthquake,Affected
ES,2014,Storm,Affected
FR,2014,Flood,Affected
FR,2014,Storm,Affected
FR,2014,Storm,Affected
GB,2014,Flood,Affected
GN,2014,Epidemic,Kill
GM,2014,Epidemic,Kill
GR,2014,Earthquake,Affected
HN,2014,Flood,Affected
ID,2014,Volcanic activity,Kill
ID,2014,Volcanic activity,Affected
ID,2014,Flood,Kill
ID,2014,Flood,Kill
ID,2014,Landslide,Kill
IE,2014,Storm,Affected
IR,2014,Earthquake,Waiting
JP,2014,Storm,Kill
JP,2014,Storm,Affected
KZ,2014,Flood,Affected
KG,2014,Storm,Kill
KI,2014,Flood,Affected
KR,2014,Storm,Kill
LR,2014,Epidemic,Kill
BO,2014,Flood,Kill
PH,2014,Storm,Kill
PH,2014,Storm,Affected
BG,2014,Flood,Kill
US,2014,Storm,Kill
AF,2014,Flood,Kill
PE,2014,Flood,Affected
SC,2014,Flood,Affected
TJ,2014,Flood,Kill
ZA,2014,Flood,Kill
ZW,2014,Flood,Affected
RS,2014,Flood,Declar
RS,2014,Flood,Declar
BA,2014,Flood,Declar
SB,2014,Flood,Kill
BD,2014,Flood,Affected
BG,2014,Flood,Affected
US,2014,Storm,Declar
US,2014,Storm,Declar
PK,2014,Extreme temperature,Kill
VU,2014,Storm,Affected
BF,2014,Drought,Affected
MH,2014,Flood,Affected
MA,2014,Storm,Affected
MG,2014,Storm,Affected
MX,2014,Earthquake,Affected
ML,2014,Epidemic,Kill
NG,2014,Epidemic,Kill
NI,2014,Earthquake,Affected
NP,2014,Landslide,Kill
PL,2014,Extreme temperature,Kill
PT,2014,Storm,Affected
PT,2014,Storm,Affected
PY,2014,Flood,Affected
RE,2014,Storm,Affected
RO,2014,Flood,Declar
RO,2014,Extreme temperature,Kill
SN,2014,Epidemic,Kill
SL,2014,Epidemic,Kill
SI,2014,Extreme temperature,Affected
TH,2014,Earthquake,Affected
TH,2014,Extreme temperature,Affected
TO,2014,Storm,Affected
TZ,2014,Flood,Affected
TZ,2014,Flood,Kill
US,2014,Storm,Kill
US,2014,Storm,Kill
US,2014,Storm,Kill
US,2014,Landslide,Kill
US,2014,Extreme temperature,Affected
US,2014,Drought,Declar
CD,2014,Landslide,Kill
RS,2014,Extreme temperature,Affected
TL,2014,Epidemic,Affected
AR,2014,Flood,Kill
AR,2014,Flood,Affected
AU,2014,Storm,SigDam
BE,2014,Storm,SigDam
BD,2014,Storm,Affected
BD,2014,Flood,Affected
BG,2014,Storm,SigDam
BG,2014,Flood,Declar
BA,2014,Flood,Affected
BA,2014,Flood,Affected
BO,2014,Flood,Kill
BO,2014,Drought,Affected
CN,2014,Storm,Kill
CN,2014,Storm,Kill
FR,2014,Storm,SigDam
GT,2014,Storm,Affected
JP,2014,Storm,--
JP,2014,Storm,Kill
LK,2014,Flood,Kill
MX,2014,Storm,Affected
IN,2014,Storm,Affected
MX,2014,Storm,Affected
IN,2014,Extreme temperature,Kill
NP,2014,Flood,Kill
CN,2014,Storm,Kill
IT,2014,Storm,SigDam
JP,2014,Storm,Kill
MX,2014,Storm,Waiting
CN,2014,Storm,Affected
NP,2014,Storm,Kill
IN,2014,Flood,Kill
CN,2014,Flood,Kill
CN,2014,Earthquake,Kill
CN,2014,Flood,Kill
CN,2014,Flood,Kill
CN,2014,Flood,Kill
CN,2014,Flood,Kill
CI,2014,Flood,Kill
CI,2014,Flood,Kill
KM,2014,Earthquake,Affected
EC,2014,Earthquake,Waiting
GE,2014,Flood,Affected
GT,2014,Flood,Kill
HN,2014,Flood,Kill
HT,2014,Flood,Affected
IN,2014,Flood,Kill
IN,2014,Flood,Kill
IN,2014,Flood,Kill
IR,2014,Flood,Affected
IT,2014,Flood,SigDam
LK,2014,Flood,Affected
NI,2014,Flood,Kill
NP,2014,Flood,Kill
PA,2014,Flood,Kill
CN,2014,Flood,Kill
MX,2014,Storm,Affected
GR,2014,Flood,Declar
MZ,2014,Flood,Kill
CN,2014,Storm,Kill
NE,2014,Flood,Kill
CN,2014,Storm,--
CN,2014,Storm,Kill
MA,2014,Storm,Kill
MX,2014,Storm,Affected
MX,2014,Storm,Affected
PK,2014,Storm,Kill
HN,2014,Drought,Affected
JM,2014,Drought,Affected
MG,2014,Drought,Affected
IN,2014,Storm,Affected
CA,2014,Flood,Affected
FR,2014,Flood,Affected
BR,2014,Flood,Kill
BR,2014,Flood,Kill
CH,2014,Storm,SigDam
CL,2014,Flood,Affected
CN,2014,Storm,Kill
CN,2014,Storm,Affected
CN,2014,Earthquake,Affected
CN,2014,Earthquake,Affected
CN,2014,Earthquake,Affected
CN,2014,Earthquake,Affected
CN,2014,Earthquake,Affected
CN,2014,Flood,Kill
CN,2014,Flood,--
CN,2014,Flood,Kill
CN,2014,Flood,Kill
CN,2014,Flood,Kill
CN,2014,Flood,Kill
CN,2014,Landslide,Kill
CN,2014,Storm,Affected
CN,2014,Storm,Kill
CN,2014,Drought,SigDam
CN,2014,Drought,Affected
CN,2014,Flood,Kill
CN,2014,Landslide,Kill
CM,2014,Flood,Affected
CM,2014,Epidemic,Kill
CM,2014,Epidemic,Kill
CO,2014,Storm,Kill
CO,2014,Flood,Kill
CO,2014,Flood,Affected
CO,2014,Flood,Kill
CV,2014,Volcanic activity,Affected
CR,2014,Drought,Affected
DE,2014,Storm,SigDam
DE,2014,Storm,SigDam
DO,2014,Flood,Affected
DZ,2014,Earthquake,Affected
FR,2014,Storm,SigDam
FR,2014,Flood,Waiting
GH,2014,Epidemic,Kill
GR,2014,Earthquake,Affected
GT,2014,Earthquake,Affected
GT,2014,Extreme temperature,Affected
GT,2014,Drought,Declar
HR,2014,Flood,Affected
HR,2014,Flood,Declar
HT,2014,Epidemic,--
HU,2014,Flood,Affected
ID,2014,Flood,Affected
ID,2014,Landslide,Kill
IN,2014,Storm,Kill
IN,2014,Flood,Kill
IN,2014,Flood,Kill
IN,2014,Flood,Kill
IN,2014,Landslide,Kill
IN,2014,Storm,Kill
IN,2014,Extreme temperature,Kill
IR,2014,Earthquake,Affected
IT,2014,Flood,Affected
JP,2014,Storm,Waiting
JP,2014,Storm,Affected
JP,2014,Earthquake,Waiting
JP,2014,Landslide,Kill
JP,2014,Storm,Kill
JP,2014,Storm,Waiting
JP,2014,Extreme temperature,Kill
JP,2014,Volcanic activity,--
KE,2014,Epidemic,Kill
KE,2014,Drought,--
KH,2014,Flood,Kill
KR,2014,Flood,Kill
KR,2014,Storm,Kill
LA,2014,Flood,Affected
LK,2014,Flood,Kill
LK,2014,Landslide,Affected
LK,2014,Landslide,Kill
LK,2014,Drought,Affected
LK,2014,Landslide,Kill
LS,2014,Storm,--
MA,2014,Flood,Kill
MX,2014,Earthquake,Affected
MK,2014,Extreme temperature,Affected
MM,2014,Flood,Affected
MM,2014,Flood,Affected
MZ,2014,Flood,Kill
MZ,2014,Epidemic,Kill
MW,2014,Epidemic,Kill
MY,2014,Flood,Affected
MY,2014,Drought,Affected
NE,2014,Epidemic,Affected
NE,2014,Epidemic,Kill
NE,2014,Animal accident,Kill
NG,2014,Flood,Kill
NG,2014,Epidemic,Kill
NI,2014,Drought,Affected
NP,2014,Flood,Kill
NP,2014,Landslide,Kill
PK,2014,Flood,Kill
PH,2014,Storm,Affected
PH,2014,Storm,Kill
US,2014,Storm,SigDis
VN,2014,Storm,Kill
US,2014,Storm,Affected
PH,2014,Storm,Kill
PH,2014,Storm,Kill
SO,2014,Drought,Affected
PH,2014,Storm,Kill
CD,2014,Flood,Kill
US,2014,Storm,Declar
US,2014,Earthquake,Affected
PH,2014,Flood,Affected
PH,2014,Storm,Kill
PH,2014,Flood,Affected
SI,2014,Flood,Affected
US,2014,Flood,SigDam
RS,2014,Flood,Affected
TH,2014,Storm,--
US,2014,Storm,SigDam
US,2014,Storm,SigDam
PH,2014,Storm,Affected
TW,2014,Storm,Affected
TW,2014,Storm,Kill
SN,2014,Drought,Affected
PE,2014,Earthquake,Affected
PE,2014,Flood,Kill
PE,2014,Flood,Kill
PE,2014,Extreme temperature,Kill
PH,2014,Flood,Affected
PH,2014,Volcanic activity,Affected
PG,2014,Volcanic activity,Affected
PG,2014,Flood,Affected
PG,2014,Storm,Affected
PR,2014,Flood,Affected
PY,2014,Flood,Kill
RO,2014,Flood,Affected
RU,2014,Flood,Affected
SD,2014,Flood,Kill
SV,2014,Epidemic,Affected
SV,2014,Drought,Affected
SO,2014,Flood,--
SZ,2014,Flood,Kill
TH,2014,Flood,Affected
TH,2014,Flood,Affected
TH,2014,Flood,Affected
TH,2014,Flood,Kill
TH,2014,Drought,Declar
TJ,2014,Flood,Affected
TR,2014,Earthquake,Affected
US,2014,Storm,Declar
US,2014,Flood,Affected
US,2014,Storm,Affected
US,2014,Wildfire,Affected
VN,2014,Storm,Kill
VN,2014,Storm,Affected
ZA,2014,Earthquake,Affected
CD,2014,Epidemic,--
ZM,2014,Flood,Affected
ZW,2014,Flood,Affected
ZW,2014,Epidemic,Kill
RS,2014,Flood,Affected
SS,2014,Epidemic,Kill
SS,2014,Epidemic,--
BO,2013,Flood,Affected
CN,2013,Flood,Kill
DO,2013,Flood,Kill
CN,2013,Storm,Kill
CN,2013,Storm,Kill
FR,2013,Storm,Affected
GB,2013,Storm,Affected
CO,2013,Flood,Affected
JP,2013,Storm,Kill
DE,2013,Storm,Affected
CN,2013,Storm,Affected
IN,2013,Storm,Kill
CN,2013,Flood,Kill
AF,2013,Flood,Kill
AT,2013,Flood,Kill
BR,2013,Flood,Kill
BR,2013,Flood,Kill
BR,2013,Flood,Affected
BR,2013,Flood,Kill
CN,2013,Earthquake,Kill
CN,2013,Earthquake,Affected
CN,2013,Flood,Kill
CN,2013,Flood,Kill
CZ,2013,Flood,Kill
EC,2013,Flood,Affected
GH,2013,Flood,Affected
ID,2013,Earthquake,Affected
ID,2013,Flood,Kill
ID,2013,Flood,Kill
IN,2013,Flood,Kill
JP,2013,Flood,Affected
KE,2013,Flood,Kill
CM,2013,Flood,Affected
GE,2013,Flood,Affected
AM,2013,Storm,Affected
CH,2013,Storm,Affected
CN,2013,Storm,Affected
ES,2013,Storm,Affected
AU,2013,Storm,Affected
CF,2013,Storm,Affected
CA,2013,Storm,SigDam
CN,2013,Storm,Kill
CN,2013,Storm,Affected
CN,2013,Storm,Affected
GB,2013,Storm,Affected
IN,2013,Storm,Affected
JP,2013,Storm,Affected
BS,2013,Flood,Affected
BO,2013,Flood,Kill
CN,2013,Flood,Kill
CN,2013,Flood,Kill
AF,2013,Earthquake,Kill
AF,2013,Flood,Kill
AF,2013,Flood,Kill
AF,2013,Flood,Kill
AF,2013,Landslide,Kill
AO,2013,Flood,Affected
AR,2013,Storm,Affected
AR,2013,Flood,Kill
AM,2013,Extreme temperature,Affected
AU,2013,Wildfire,Affected
AU,2013,Wildfire,Affected
BE,2013,Storm,Affected
BE,2013,Storm,Affected
BJ,2013,Flood,Affected
BJ,2013,Epidemic,Affected
BJ,2013,Wildfire,Affected
BF,2013,Flood,Affected
BD,2013,Storm,Kill
BD,2013,Storm,Kill
BD,2013,Storm,Kill
BY,2013,Extreme temperature,Affected
BO,2013,Extreme temperature,Kill
BO,2013,Drought,Declar
BO,2013,Landslide,Kill
BR,2013,Flood,Kill
BR,2013,Storm,Affected
BW,2013,Flood,Affected
CF,2013,Flood,Affected
CF,2013,Epidemic,Waiting
CA,2013,Extreme temperature,Affected
CA,2013,Flood,Affected
CH,2013,Storm,Affected
CL,2013,Extreme temperature,Declar
CN,2013,Storm,Kill
CN,2013,Storm,Affected
CN,2013,Earthquake,Affected
CN,2013,Earthquake,Kill
CN,2013,Earthquake,Affected
CN,2013,Earthquake,Affected
CN,2013,Earthquake,Affected
CN,2013,Earthquake,Affected
CN,2013,Mass movement (dry),Kill
CN,2013,Flood,Kill
CN,2013,Flood,Kill
CN,2013,Flood,Kill
CN,2013,Flood,Kill
CN,2013,Flood,Kill
CN,2013,Flood,Kill
CN,2013,Flood,Kill
CN,2013,Flood,Affected
CN,2013,Landslide,Kill
CN,2013,Landslide,Kill
CN,2013,Landslide,Kill
CN,2013,Storm,Kill
CN,2013,Storm,Affected
CN,2013,Storm,Affected
CN,2013,Storm,Kill
CN,2013,Storm,Kill
CN,2013,Storm,Kill
CN,2013,Extreme temperature,Kill
CN,2013,Drought,SigDam
CG,2013,Epidemic,Affected
CO,2013,Earthquake,Affected
CO,2013,Epidemic,Kill
CR,2013,Epidemic,Affected
CU,2013,Flood,Affected
DE,2013,Storm,SigDam
DE,2013,Flood,Kill
DE,2013,Storm,Kill
DK,2013,Storm,Kill
DK,2013,Storm,Affected
EC,2013,Landslide,Kill
EC,2013,Landslide,Kill
EC,2013,Drought,Affected
ES,2013,Flood,SigDam
ET,2013,Flood,Affected
ET,2013,Epidemic,Kill
ET,2013,Epidemic,Kill
ET,2013,Epidemic,Affected
FR,2013,Flood,SigDam
FR,2013,Storm,Kill
GB,2013,Flood,Affected
GB,2013,Storm,Kill
GB,2013,Extreme temperature,Kill
GE,2013,Storm,Affected
GE,2013,Flood,Affected
GH,2013,Epidemic,Kill
GN,2013,Flood,Affected
GN,2013,Epidemic,Affected
GM,2013,Flood,Affected
GT,2013,Earthquake,Waiting
GT,2013,Epidemic,Affected
HN,2013,Epidemic,Affected
HT,2013,Flood,Affected
HU,2013,Storm,Affected
HU,2013,Earthquake,Affected
HU,2013,Flood,Kill
ID,2013,Earthquake,Affected
ID,2013,Earthquake,Affected
ID,2013,Volcanic activity,Waiting
ID,2013,Flood,Kill
ID,2013,Flood,Affected
ID,2013,Flood,Declar
ID,2013,Flood,Affected
ID,2013,Flood,Affected
ID,2013,Flood,Affected
ID,2013,Flood,Affected
ID,2013,Flood,Affected
ID,2013,Landslide,Kill
ID,2013,Landslide,Kill
IN,2013,Storm,Kill
IN,2013,Storm,Kill
IN,2013,Earthquake,Affected
IN,2013,Flood,Kill
IN,2013,Flood,Kill
IN,2013,Flood,Kill
IN,2013,Storm,Kill
IN,2013,Extreme temperature,Kill
IN,2013,Flood,Kill
IR,2013,Earthquake,Kill
IR,2013,Earthquake,Kill
IR,2013,Earthquake,Affected
IQ,2013,Flood,Kill
IL,2013,Storm,Affected
IT,2013,Flood,Kill
JP,2013,Storm,SigDam
JP,2013,Storm,Affected
JP,2013,Storm,Affected
JP,2013,Earthquake,Affected
JP,2013,Storm,Affected
JP,2013,Storm,Affected
JP,2013,Extreme temperature,Kill
KE,2013,Flood,Affected
KE,2013,Flood,Kill
KE,2013,Flood,Kill
KH,2013,Flood,Kill
LA,2013,Flood,Kill
LA,2013,Flood,Affected
LA,2013,Epidemic,Affected
MX,2013,Storm,Kill
MX,2013,Storm,Kill
MX,2013,Storm,Kill
ZA,2013,Storm,Affected
VC,2013,Flood,Kill
PE,2013,Extreme temperature,Affected
LC,2013,Flood,Kill
PH,2013,Storm,Kill
US,2013,Storm,Affected
SO,2013,Storm,Kill
MX,2013,Flood,Kill
NP,2013,Flood,Kill
PH,2013,Flood,Kill
PH,2013,Flood,Affected
PH,2013,Flood,Kill
PG,2013,Flood,Affected
KP,2013,Flood,Affected
PT,2013,Storm,Affected
US,2013,Flood,Affected
VN,2013,Flood,Kill
VN,2013,Flood,Affected
SB,2013,Earthquake,Kill
PE,2013,Flood,Affected
SA,2013,Flood,Kill
PY,2013,Storm,Affected
US,2013,Storm,Kill
US,2013,Storm,Affected
US,2013,Storm,Affected
US,2013,Storm,SigDam
ZW,2013,Flood,Kill
MG,2013,Storm,Kill
NL,2013,Storm,Affected
PH,2013,Storm,Affected
PH,2013,Storm,Kill
PH,2013,Storm,Affected
PS,2013,Storm,Affected
SC,2013,Storm,Affected
US,2013,Storm,Kill
US,2013,Storm,Kill
US,2013,Storm,Affected
NA,2013,Drought,Declar
PH,2013,Storm,Kill
PH,2013,Flood,Kill
YE,2013,Flood,Kill
LY,2013,Flood,Kill
LK,2013,Flood,Kill
LK,2013,Flood,Kill
LK,2013,Storm,Kill
MG,2013,Storm,Affected
MG,2013,Epidemic,Affected
MX,2013,Storm,Affected
MH,2013,Drought,Declar
MK,2013,Flood,Affected
ML,2013,Flood,Kill
ML,2013,Flood,Affected
MM,2013,Flood,Kill
MM,2013,Landslide,Kill
MZ,2013,Flood,Affected
MZ,2013,Epidemic,Affected
MR,2013,Flood,Affected
MU,2013,Flood,Kill
MW,2013,Flood,Affected
MY,2013,Flood,Affected
NA,2013,Flood,Affected
NA,2013,Epidemic,Kill
NE,2013,Flood,Affected
NE,2013,Flood,Affected
NG,2013,Flood,Kill
NI,2013,Flood,Affected
NI,2013,Epidemic,Affected
NL,2013,Storm,Kill
NL,2013,Storm,Affected
NP,2013,Flood,Kill
NZ,2013,Earthquake,Affected
NZ,2013,Storm,Affected
NZ,2013,Drought,SigDis
PK,2013,Earthquake,Kill
PK,2013,Earthquake,Kill
PK,2013,Earthquake,Kill
PK,2013,Flood,Kill
PK,2013,Flood,Kill
PA,2013,Drought,Declar
PE,2013,Earthquake,Affected
PE,2013,Volcanic activity,Declar
PE,2013,Flood,Kill
PH,2013,Earthquake,Kill
PH,2013,Flood,Kill
PH,2013,Storm,Affected
PH,2013,Storm,Kill
PH,2013,Storm,Affected
PW,2013,Storm,Kill
PL,2013,Storm,Affected
PL,2013,Extreme temperature,Kill
PT,2013,Storm,Affected
PT,2013,Wildfire,SigDam
PY,2013,Flood,Affected
PY,2013,Drought,Affected
PS,2013,Flood,Affected
RO,2013,Flood,Affected
RU,2013,Flood,Affected
RU,2013,Flood,Affected
RU,2013,Impact,Affected
SA,2013,Flood,Kill
SD,2013,Flood,Kill
SN,2013,Flood,Affected
SB,2013,Flood,Affected
SB,2013,Epidemic,Affected
SL,2013,Wildfire,Affected
SV,2013,Volcanic activity,Affected
SO,2013,Flood,Affected
SO,2013,Flood,Affected
SK,2013,Flood,Kill
SE,2013,Storm,Affected
TG,2013,Epidemic,Affected
TH,2013,Flood,Kill
TH,2013,Flood,Kill
TH,2013,Flood,Kill
TJ,2013,Extreme temperature,Affected
TR,2013,Landslide,Waiting
TW,2013,Earthquake,Affected
TW,2013,Earthquake,Affected
TW,2013,Storm,Kill
TW,2013,Storm,Affected
TW,2013,Storm,Kill
UG,2013,Flood,Kill
UG,2013,Epidemic,Affected
UG,2013,Epidemic,Affected
UG,2013,Epidemic,Kill
UA,2013,Flood,Affected
US,2013,Storm,Affected
US,2013,Storm,Affected
US,2013,Storm,Kill
US,2013,Storm,Affected
US,2013,Storm,Kill
US,2013,Extreme temperature,Affected
US,2013,Storm,Affected
US,2013,Storm,SigDam
US,2013,Flood,Affected
US,2013,Flood,Affected
US,2013,Flood,Affected
US,2013,Flood,Affected
US,2013,Flood,Affected
US,2013,Flood,Waiting
US,2013,Wildfire,Affected
US,2013,Wildfire,Affected
US,2013,Wildfire,Kill
US,2013,Wildfire,Affected
US,2013,Wildfire,Affected
VN,2013,Flood,Affected
VN,2013,Flood,Kill
VN,2013,Flood,Affected
VN,2013,Flood,Kill
VN,2013,Storm,Affected
VN,2013,Storm,Kill
VN,2013,Storm,Kill
VN,2013,Storm,Kill
ZM,2013,Flood,Affected
RS,2013,Flood,Affected
RS,2013,Flood,Affected
SS,2013,Flood,Affected
SS,2013,Flood,Affected
SS,2013,Epidemic,Affected
ZW,2013,Drought,Affected
CN,2012,Storm,Kill
KR,2012,Storm,Kill
DZ,2012,Flood,Kill
HT,2012,Storm,Kill
GE,2012,Storm,Affected
GM,2012,Drought,Affected
ID,2012,Storm,Kill
IN,2012,Storm,Kill
DZ,2012,Flood,Kill
AF,2012,Earthquake,Affected
AF,2012,Flood,Affected
AF,2012,Flood,Kill
BD,2012,Flood,Kill
CN,2012,Flood,Kill
CN,2012,Flood,Kill
CN,2012,Flood,Affected
CG,2012,Flood,Affected
KM,2012,Flood,Affected
CR,2012,Flood,Affected
EC,2012,Flood,Kill
FJ,2012,Flood,Affected
GE,2012,Flood,Affected
HT,2012,Flood,Affected
ID,2012,Flood,Affected
ID,2012,Flood,Kill
ID,2012,Flood,Affected
IN,2012,Flood,Kill
IN,2012,Flood,Kill
IN,2012,Flood,Kill
IN,2012,Flood,Kill
IN,2012,Flood,Kill
JP,2012,Flood,Kill
KG,2012,Flood,Affected
BG,2012,Flood,Affected
CM,2012,Flood,Kill
BD,2012,Storm,Kill
CF,2012,Storm,Affected
GT,2012,Drought,Affected
IT,2012,Drought,SigDam
AR,2012,Storm,Affected
CN,2012,Storm,Affected
CN,2012,Storm,Affected
CU,2012,Storm,Kill
AO,2012,Drought,Affected
JP,2012,Storm,Kill
AF,2012,Flood,Affected
AF,2012,Flood,Kill
AF,2012,Flood,Kill
AF,2012,Flood,Kill
AF,2012,Landslide,Kill
AF,2012,Landslide,Kill
AF,2012,Landslide,Kill
AF,2012,Extreme temperature,Kill
AL,2012,Extreme temperature,Affected
AR,2012,Flood,Affected
AR,2012,Storm,Kill
AU,2012,Flood,Affected
AU,2012,Flood,Affected
AT,2012,Extreme temperature,Kill
AZ,2012,Earthquake,Affected
AZ,2012,Earthquake,Affected
AZ,2012,Extreme temperature,Kill
BE,2012,Extreme temperature,Kill
BJ,2012,Flood,Affected
BF,2012,Flood,Kill
BD,2012,Flood,Kill
BD,2012,Storm,Kill
BD,2012,Extreme temperature,Kill
BG,2012,Earthquake,SigDam
BG,2012,Extreme temperature,Kill
BG,2012,Extreme temperature,Kill
BS,2012,Storm,Kill
BA,2012,Extreme temperature,Kill
BY,2012,Extreme temperature,Kill
BO,2012,Flood,Affected
BR,2012,Flood,Affected
BR,2012,Flood,Affected
BR,2012,Drought,SigDam
CF,2012,Storm,Affected
CA,2012,Storm,Kill
CA,2012,Storm,SigDam
CA,2012,Flood,Affected
CH,2012,Extreme temperature,Kill
CH,2012,Extreme temperature,Kill
CL,2012,Earthquake,Affected
CL,2012,Flood,SigDis
CL,2012,Wildfire,Waiting
CN,2012,Storm,Affected
CN,2012,Storm,Kill
CN,2012,Earthquake,Affected
CN,2012,Earthquake,Affected
CN,2012,Earthquake,Kill
CN,2012,Earthquake,Affected
CN,2012,Earthquake,Affected
CN,2012,Earthquake,Affected
CN,2012,Flood,Kill
CN,2012,Flood,Affected
CN,2012,Flood,Kill
CN,2012,Flood,Kill
CN,2012,Flood,Kill
CN,2012,Flood,Kill
CN,2012,Flood,Kill
CN,2012,Flood,Kill
CN,2012,Flood,Kill
CN,2012,Landslide,Kill
CN,2012,Storm,Affected
CN,2012,Storm,Kill
CN,2012,Storm,Kill
CN,2012,Extreme temperature,Affected
CM,2012,Flood,Affected
CM,2012,Drought,Affected
CG,2012,Flood,Affected
CG,2012,Epidemic,Waiting
CO,2012,Flood,Kill
CO,2012,Flood,Kill
CO,2012,Flood,Kill
CO,2012,Epidemic,Affected
CR,2012,Earthquake,Affected
CU,2012,Flood,Affected
CU,2012,Storm,Kill
CZ,2012,Extreme temperature,Kill
CZ,2012,Extreme temperature,Kill
DE,2012,Extreme temperature,Kill
DE,2012,Extreme temperature,Kill
DO,2012,Flood,Affected
DO,2012,Flood,Affected
DO,2012,Storm,Kill
DO,2012,Storm,Kill
DO,2012,Epidemic,Kill
EC,2012,Wildfire,Waiting
EC,2012,Epidemic,Affected
ES,2012,Flood,Kill
ES,2012,Wildfire,SigDis
EE,2012,Extreme temperature,Kill
FJ,2012,Flood,Affected
FJ,2012,Storm,Kill
FR,2012,Extreme temperature,Kill
GA,2012,Flood,Affected
GB,2012,Flood,Affected
GB,2012,Flood,Affected
GB,2012,Flood,Affected
GB,2012,Flood,Affected
GB,2012,Flood,Affected
GH,2012,Epidemic,Kill
GH,2012,Epidemic,Kill
GN,2012,Epidemic,Kill
GR,2012,Flood,Affected
GR,2012,Extreme temperature,Kill
GT,2012,Earthquake,Kill
GT,2012,Volcanic activity,Affected
HN,2012,Drought,Affected
HR,2012,Flood,Affected
HR,2012,Extreme temperature,Kill
HR,2012,Extreme temperature,Kill
HT,2012,Flood,Kill
HT,2012,Flood,Kill
HT,2012,Storm,Kill
HT,2012,Epidemic,Kill
HT,2012,Epidemic,Kill
HU,2012,Extreme temperature,Kill
ID,2012,Storm,Affected
ID,2012,Earthquake,Affected
ID,2012,Earthquake,Affected
ID,2012,Flood,Affected
ID,2012,Flood,Affected
ID,2012,Flood,Kill
ID,2012,Flood,Affected
ID,2012,Landslide,Affected
ID,2012,Landslide,Kill
IN,2012,Mass movement (dry),Kill
IN,2012,Flood,Kill
IN,2012,Extreme temperature,Kill
IN,2012,Extreme temperature,Kill
IR,2012,Earthquake,Kill
IR,2012,Earthquake,Affected
IR,2012,Earthquake,Affected
IR,2012,Flood,Affected
IQ,2012,Flood,Affected
IT,2012,Earthquake,Affected
IT,2012,Earthquake,Kill
IT,2012,Flood,Affected
IT,2012,Extreme temperature,Kill
JM,2012,Storm,Kill
JP,2012,Storm,Affected
JP,2012,Storm,Affected
JP,2012,Storm,Kill
JP,2012,Storm,Affected
JP,2012,Storm,Affected
KZ,2012,Flood,Affected
KZ,2012,Extreme temperature,Affected
KE,2012,Flood,Kill
KG,2012,Extreme temperature,Kill
KH,2012,Flood,Kill
KR,2012,Storm,Kill
KR,2012,Storm,Affected
US,2012,Storm,Kill
MG,2012,Storm,Affected
VN,2012,Storm,Affected
PE,2012,Flood,Kill
