country,Year,Disaster Type,Entry Criteria
ID,2018,Earthquake,Kill
IN,2018,Flood,Kill
IN,2018,Storm,Kill
IN,2018,Storm,Affected
GT,2018,Flood,Affected
HN,2018,Flood,Affected
HR,2018,Flood,Affected
ID,2018,Flood,Kill
ID,2018,Flood,Kill
ID,2018,Flood,Affected
ID,2018,Flood,Affected
ID,2018,Flood,Kill
IN,2018,Storm,Kill
IN,2018,Flood,Kill
IR,2018,Flood,Affected
JP,2018,Earthquake,Kill
JP,2018,Flood,Kill
LK,2018,Flood,Kill
LK,2018,Flood,Affected
MM,2018,Flood,Kill
NI,2018,Flood,Affected
PH,2018,Storm,Kill
PH,2018,Storm,Affected
PG,2018,Earthquake,Kill
RO,2018,Flood,Affected
RW,2018,Flood,Affected
RW,2018,Landslide,Kill
RW,2018,Flood,Kill
SV,2018,Flood,Affected
ID,2018,Earthquake,Kill
ID,2018,Volcanic activity,Kill
IT,2018,Volcanic activity,Affected
GH,2018,Flood,Kill
KE,2018,Flood,Kill
LA,2018,Flood,Kill
MM,2018,Flood,Affected
GT,2018,Volcanic activity,Kill
RU,2018,Flood,Affected
GR,2018,Wildfire,Kill
LV,2018,Wildfire,SigDis
PT,2018,Wildfire,Waiting
SV,2018,Drought,Declar
SE,2018,Wildfire,SigDis
IN,2018,Extreme temperature,Kill
KP,2018,Extreme temperature,SigDis
FJ,2018,Storm,Waiting
ID,2018,Landslide,Kill
IE,2018,Storm,Waiting
JP,2018,Storm,Kill
JP,2018,Storm,Affected
LA,2018,Storm,Kill
LA,2018,Storm,Kill
MG,2018,Storm,Kill
MX,2018,Storm,Kill
MU,2018,Storm,Affected
OM,2018,Storm,Affected
OM,2018,Storm,Kill
PH,2018,Storm,Kill
KP,2018,Storm,Waiting
RE,2018,Storm,Affected
SB,2018,Storm,Affected
SO,2018,Storm,Kill
MG,2018,Drought,Affected
GB,2018,Storm,Waiting
MA,2018,Extreme temperature,Affected
ES,2018,Wildfire,Waiting
ES,2018,Flood,Kill
EE,2018,Extreme temperature,Kill
ET,2018,Landslide,Kill
ET,2018,Landslide,Kill
ET,2018,Epidemic,Affected
FJ,2018,Storm,Affected
FR,2018,Storm,Kill
FR,2018,Storm,Kill
FR,2018,Extreme temperature,Kill
FR,2018,Extreme temperature,Waiting
FR,2018,Flood,Affected
FR,2018,Flood,Kill
GB,2018,Extreme temperature,Waiting
GE,2018,Flood,Affected
GW,2018,Storm,Affected
GT,2018,Flood,Affected
GT,2018,Drought,Declar
HK,2018,Storm,Kill
HN,2018,Drought,Declar
HT,2018,Earthquake,Kill
ID,2018,Earthquake,Affected
ID,2018,Earthquake,Kill
ID,2018,Earthquake,Kill
ID,2018,Volcanic activity,Affected
ID,2018,Landslide,Kill
ID,2018,Flood,Affected
IN,2018,Storm,Kill
IN,2018,Storm,Kill
IN,2018,Storm,Kill
IN,2018,Storm,Kill
IN,2018,Storm,Kill
IN,2018,Storm,Kill
IN,2018,Flood,Affected
IN,2018,Storm,Kill
IN,2018,Storm,Waiting
IN,2018,Wildfire,Kill
IN,2018,Drought,Declar
IN,2018,Flood,Kill
IN,2018,Flood,Affected
IN,2018,Flood,Kill
IN,2018,Flood,Kill
IN,2018,Flood,Affected
IN,2018,Flood,Kill
IR,2018,Earthquake,Affected
IR,2018,Earthquake,Affected
IR,2018,Earthquake,Affected
IQ,2018,Flood,Kill
IL,2018,Flood,Kill
IT,2018,Flood,Kill
IT,2018,Extreme temperature,Kill
IT,2018,Extreme temperature,Waiting
JO,2018,Flood,Kill
JO,2018,Flood,Kill
JP,2018,Earthquake,Affected
JP,2018,Storm,Affected
JP,2018,Extreme temperature,Kill
KZ,2018,Flood,Affected
KE,2018,Flood,Kill
KE,2018,Flood,Kill
KH,2018,Flood,Kill
KR,2018,Extreme temperature,Kill
KW,2018,Flood,Kill
LB,2018,Storm,Kill
LK,2018,Flood,Affected
LT,2018,Extreme temperature,Kill
LT,2018,Drought,Declar
MG,2018,Epidemic,Affected
MX,2018,Earthquake,Kill
MX,2018,Flood,Kill
MX,2018,Storm,Waiting
MH,2018,Storm,Affected
ML,2018,Flood,Affected
MM,2018,Mass movement (dry),Kill
MM,2018,Landslide,Kill
MM,2018,Flood,Affected
MN,2018,Storm,Affected
MN,2018,Flood,Affected
MN,2018,Extreme temperature,Affected
MZ,2018,Landslide,Kill
MZ,2018,Flood,Kill
MR,2018,Drought,Affected
MW,2018,Flood,Affected
MW,2018,Flood,Affected
MW,2018,Flood,Affected
MY,2018,Flood,Affected
MY,2018,Flood,Affected
NE,2018,Epidemic,Kill
NE,2018,Flood,Kill
NG,2018,Epidemic,Kill
NG,2018,Flood,Kill
NG,2018,Flood,Kill
NI,2018,Drought,Declar
NL,2018,Storm,Kill
NL,2018,Extreme temperature,Waiting
NP,2018,Flood,Kill
NP,2018,Extreme temperature,Kill
NZ,2018,Flood,Affected
PK,2018,Extreme temperature,Kill
PK,2018,Flood,Kill
PA,2018,Drought,Declar
PE,2018,Earthquake,Waiting
PH,2018,Volcanic activity,Affected
PH,2018,Storm,Affected
PH,2018,Storm,Affected
PH,2018,Epidemic,Kill
PH,2018,Epidemic,Kill
PH,2018,Flood,Kill
PW,2018,Epidemic,Affected
PG,2018,Earthquake,Kill
PG,2018,Earthquake,Kill
PG,2018,Volcanic activity,Affected
PL,2018,Extreme temperature,Kill
PL,2018,Drought,Declar
PR,2018,Flood,Affected
KP,2018,Flood,Kill
PT,2018,Storm,SigDam
PT,2018,Extreme temperature,Waiting
PY,2018,Flood,Affected
PY,2018,Flood,Affected
QA,2018,Flood,Waiting
RO,2018,Flood,Affected
RO,2018,Extreme temperature,Kill
RU,2018,Flood,Affected
RW,2018,Flood,Kill
SD,2018,Flood,Kill
SD,2018,Flood,Affected
SD,2018,Flood,Kill
SV,2018,Earthquake,Affected
SO,2018,Flood,Affected
TD,2018,Epidemic,Kill
VN,2018,Storm,Kill
VN,2018,Storm,Kill
CD,2018,Flood,Kill
US,2018,Storm,Declar
TT,2018,Flood,Affected
US,2018,Flood,Affected
VN,2018,Flood,Kill
VN,2018,Flood,Kill
US,2018,Volcanic activity,Affected
VU,2018,Volcanic activity,Affected
US,2018,Wildfire,SigDis
US,2018,Storm,SigDam
US,2018,Storm,SigDam
US,2018,Flood,Declar
US,2018,Storm,Kill
TO,2018,Storm,Affected
TW,2018,Storm,Affected
UG,2018,Landslide,Kill
US,2018,Storm,Declar
US,2018,Storm,Kill
US,2018,Landslide,Kill
VN,2018,Storm,Kill
WS,2018,Storm,Affected
YE,2018,Storm,Affected
YE,2018,Storm,Kill
US,2018,Storm,SigDam
TR,2018,Landslide,Kill
US,2018,Storm,Kill
RS,2018,Flood,Affected
TJ,2018,Flood,Affected
TN,2018,Flood,Affected
TN,2018,Flood,Waiting
TW,2018,Earthquake,Kill
TZ,2018,Flood,Kill
UG,2018,Epidemic,Kill
UA,2018,Storm,Affected
UY,2018,Drought,Affected
US,2018,Storm,Kill
US,2018,Flood,Affected
US,2018,Storm,SigDam
US,2018,Storm,Affected
US,2018,Wildfire,Declar
US,2018,Drought,SigDam
US,2018,Wildfire,SigDam
VE,2018,Flood,Affected
VE,2018,Flood,Affected
VN,2018,Flood,Affected
VN,2018,Storm,Kill
CD,2018,Epidemic,Kill
CD,2018,Epidemic,Kill
ZW,2018,Epidemic,Kill
MP,2018,Storm,Affected
HU,2018,Extreme temperature,Kill
CL,2017,Wildfire,Affected
CI,2017,Flood,Kill
AT,2017,Storm,Waiting
CR,2017,Storm,Kill
DM,2017,Storm,Affected
DO,2017,Storm,Affected
CN,2017,Storm,Affected
CN,2017,Flood,Kill
CO,2017,Flood,Kill
AF,2017,Storm,Kill
AF,2017,Storm,Kill
CN,2017,Flood,Affected
AL,2017,Flood,Affected
BD,2017,Landslide,Kill
BR,2017,Flood,Kill
CL,2017,Flood,Affected
CL,2017,Flood,Affected
CN,2017,Earthquake,Kill
CN,2017,Flood,Affected
CN,2017,Flood,Kill
CN,2017,Flood,Kill
CO,2017,Flood,Affected
CN,2017,Storm,Kill
DE,2017,Storm,Affected
CN,2017,Flood,Kill
AU,2017,Wildfire,Affected
CA,2017,Wildfire,Declar
AU,2017,Storm,Affected
BI,2017,Landslide,Affected
CL,2017,Landslide,Kill
CN,2017,Storm,Kill
CO,2017,Storm,Kill
CU,2017,Storm,Affected
DO,2017,Storm,Affected
AO,2017,Drought,Affected
AF,2017,Landslide,Kill
AF,2017,Landslide,Kill
AL,2017,Extreme temperature,Kill
BY,2017,Extreme temperature,Kill
DZ,2017,Extreme temperature,Affected
AF,2017,Flood,Kill
AO,2017,Flood,Kill
AI,2017,Storm,Affected
AE,2017,Flood,Affected
AR,2017,Flood,Waiting
AR,2017,Landslide,Affected
AR,2017,Flood,Waiting
AR,2017,Flood,Affected
AG,2017,Storm,Affected
AU,2017,Storm,SigDam
AT,2017,Storm,Affected
BF,2017,Epidemic,Kill
BF,2017,Flood,Affected
BD,2017,Storm,Kill
BD,2017,Flood,Affected
BD,2017,Storm,Affected
BD,2017,Epidemic,Kill
BD,2017,Flood,Kill
BS,2017,Storm,Affected
BR,2017,Epidemic,Kill
BB,2017,Storm,Affected
BW,2017,Flood,Affected
CF,2017,Storm,Affected
CF,2017,Flood,Affected
CA,2017,Flood,Affected
CA,2017,Flood,Affected
CH,2017,Mass movement (dry),Affected
CL,2017,Flood,Affected
CN,2017,Storm,Affected
CN,2017,Storm,Affected
CN,2017,Storm,Affected
CN,2017,Earthquake,Affected
CN,2017,Earthquake,Waiting
CN,2017,Earthquake,Affected
CN,2017,Landslide,Kill
CN,2017,Landslide,Kill
CN,2017,Landslide,Kill
CN,2017,Landslide,Kill
CN,2017,Storm,Affected
CN,2017,Storm,Affected
CN,2017,Storm,Affected
CN,2017,Drought,Declar
CN,2017,Flood,Kill
CN,2017,Flood,Kill
CN,2017,Flood,Kill
CN,2017,Flood,Affected
CN,2017,Flood,Kill
CN,2017,Flood,Affected
CI,2017,Epidemic,Affected
CM,2017,Flood,Affected
CO,2017,Landslide,Kill
CO,2017,Landslide,Kill
CO,2017,Flood,Affected
CO,2017,Flood,Affected
CZ,2017,Storm,Affected
DE,2017,Storm,SigDam
DE,2017,Flood,Affected
DO,2017,Storm,Affected
MX,2017,Earthquake,Kill
GT,2017,Storm,Kill
HN,2017,Storm,Kill
IN,2017,Storm,Affected
IT,2017,Storm,Affected
JP,2017,Storm,Waiting
JP,2017,Storm,Affected
LK,2017,Storm,Kill
MO,2017,Storm,Affected
MX,2017,Storm,Affected
MX,2017,Storm,Affected
PK,2017,Storm,Kill
PH,2017,Storm,Affected
PH,2017,Storm,Kill
PH,2017,Storm,Affected
PH,2017,Storm,Kill
PR,2017,Storm,Affected
IT,2017,Storm,Waiting
PH,2017,Storm,Waiting
PT,2017,Wildfire,Kill
ID,2017,Storm,Affected
MX,2017,Storm,Waiting
PH,2017,Storm,Affected
NZ,2017,Storm,Affected
HT,2017,Storm,Affected
MY,2017,Storm,Kill
PK,2017,Landslide,Kill
OM,2017,Flood,Affected
MX,2017,Earthquake,Kill
GR,2017,Earthquake,Affected
GR,2017,Flood,Kill
HN,2017,Flood,Affected
HT,2017,Flood,Affected
ID,2017,Flood,Affected
ID,2017,Flood,Affected
ID,2017,Landslide,Kill
ID,2017,Flood,Affected
IR,2017,Flood,Kill
JP,2017,Flood,Kill
LK,2017,Flood,Kill
MM,2017,Flood,Affected
MQ,2017,Storm,Affected
NP,2017,Flood,Kill
NP,2017,Flood,Kill
NZ,2017,Flood,Affected
PK,2017,Flood,Kill
PA,2017,Storm,Kill
PE,2017,Flood,Kill
PE,2017,Flood,Kill
PH,2017,Earthquake,Affected
PH,2017,Flood,Kill
SL,2017,Landslide,Kill
SV,2017,Storm,Kill
TH,2017,Flood,Kill
GR,2017,Earthquake,Affected
HN,2017,Flood,Affected
TG,2017,Flood,Affected
TH,2017,Flood,Kill
RU,2017,Storm,Kill
ES,2017,Wildfire,Affected
GP,2017,Storm,Affected
HK,2017,Storm,Kill
HR,2017,Storm,Affected
HT,2017,Storm,Affected
HU,2017,Storm,Affected
IN,2017,Storm,Kill
MO,2017,Storm,Kill
MG,2017,Storm,Kill
MX,2017,Storm,Waiting
MZ,2017,Storm,Affected
MR,2017,Storm,Kill
NP,2017,Landslide,Waiting
PR,2017,Storm,Affected
RW,2017,Storm,--
TC,2017,Storm,Affected
TH,2017,Storm,Affected
MR,2017,Drought,Affected
NE,2017,Drought,Affected
TD,2017,Drought,Affected
IT,2017,Earthquake,Affected
GR,2017,Extreme temperature,Kill
MK,2017,Extreme temperature,Kill
ES,2017,Wildfire,Kill
FR,2017,Flood,Affected
FR,2017,Storm,SigDam
FR,2017,Wildfire,Affected
GB,2017,Flood,Affected
GH,2017,Storm,Kill
GH,2017,Flood,Affected
GN,2017,Epidemic,Affected
GN,2017,Flood,Affected
GT,2017,Earthquake,Kill
GT,2017,Flood,Affected
GT,2017,Landslide,Kill
GT,2017,Flood,Affected
GT,2017,Flood,Affected
GT,2017,Flood,Affected
GY,2017,Flood,Affected
HK,2017,Storm,Affected
HN,2017,Flood,Affected
HR,2017,Wildfire,Declar
HT,2017,Storm,Affected
HT,2017,Flood,Kill
ID,2017,Earthquake,Waiting
ID,2017,Flood,Kill
ID,2017,Flood,Affected
ID,2017,Flood,Affected
ID,2017,Landslide,Kill
ID,2017,Flood,Affected
ID,2017,Volcanic activity,Waiting
IN,2017,Storm,Kill
IN,2017,Storm,Kill
IN,2017,Storm,Affected
IN,2017,Flood,Kill
IN,2017,Flood,Kill
IN,2017,Flood,Kill
IN,2017,Landslide,Kill
IN,2017,Landslide,Kill
IN,2017,Landslide,Kill
IN,2017,Extreme temperature,Kill
IN,2017,Flood,Affected
IN,2017,Flood,Kill
IN,2017,Flood,Affected
IN,2017,Flood,Kill
IN,2017,Flood,Kill
IN,2017,Flood,Kill
IE,2017,Flood,Affected
IR,2017,Earthquake,Affected
IR,2017,Earthquake,Kill
IR,2017,Earthquake,Affected
IR,2017,Flood,Kill
IQ,2017,Earthquake,Kill
IT,2017,Earthquake,Affected
IT,2017,Flood,Affected
IT,2017,Drought,Waiting
JM,2017,Storm,Affected
JP,2017,Storm,Waiting
KZ,2017,Flood,Affected
KE,2017,Flood,Kill
KE,2017,Epidemic,Kill
KE,2017,Epidemic,Waiting
KE,2017,Epidemic,Affected
KG,2017,Earthquake,Affected
KG,2017,Landslide,Kill
KN,2017,Storm,Affected
KR,2017,Earthquake,Affected
LA,2017,Storm,Affected
LK,2017,Epidemic,Kill
LK,2017,Flood,Affected
MA,2017,Extreme temperature,Affected
MA,2017,Extreme temperature,Affected
MG,2017,Epidemic,Kill
MX,2017,Flood,Affected
MM,2017,Storm,Affected
MN,2017,Landslide,Kill
MZ,2017,Epidemic,Affected
MW,2017,Epidemic,Kill
MW,2017,Flood,Affected
MY,2017,Flood,Kill
MY,2017,Flood,Affected
MY,2017,Flood,Affected
NA,2017,Flood,Affected
NE,2017,Flood,Kill
NE,2017,Epidemic,Affected
NE,2017,Epidemic,Kill
NE,2017,Flood,Kill
NG,2017,Epidemic,Affected
NG,2017,Epidemic,Affected
NG,2017,Flood,Kill
NG,2017,Flood,Affected
NI,2017,Storm,Kill
NI,2017,Flood,Affected
PK,2017,Storm,Kill
PK,2017,Epidemic,Affected
PK,2017,Flood,Kill
PE,2017,Flood,Affected
PH,2017,Earthquake,Kill
PH,2017,Earthquake,Affected
PH,2017,Flood,Affected
PH,2017,Storm,Affected
PH,2017,Storm,Affected
PH,2017,Flood,Kill
PL,2017,Storm,Affected
KP,2017,Epidemic,Affected
KP,2017,Drought,Waiting
PT,2017,Wildfire,Kill
PF,2017,Flood,Affected
RO,2017,Storm,Affected
RU,2017,Flood,Affected
RW,2017,Storm,Affected
SA,2017,Flood,Waiting
SD,2017,Flood,Kill
SD,2017,Epidemic,Kill
SO,2017,Epidemic,Kill
SK,2017,Storm,Affected
TD,2017,Epidemic,Kill
TH,2017,Flood,Kill
TH,2017,Flood,Kill
TH,2017,Storm,Affected
TJ,2017,Landslide,Waiting
TJ,2017,Epidemic,Affected
TJ,2017,Flood,Affected
US,2017,Storm,Declar
VI,2017,Storm,Affected
US,2017,Flood,Kill
US,2017,Storm,Affected
UA,2017,Extreme temperature,Kill
US,2017,Storm,Kill
ZA,2017,Storm,Affected
US,2017,Storm,Declar
ZW,2017,Storm,Affected
TR,2017,Storm,Affected
US,2017,Storm,Waiting
US,2017,Storm,SigDam
US,2017,Storm,Affected
US,2017,Storm,SigDam
TW,2017,Flood,Affected
VN,2017,Flood,Kill
VN,2017,Flood,Affected
VN,2017,Flood,Kill
VN,2017,Flood,Affected
TR,2017,Earthquake,Affected
US,2017,Storm,SigDam
US,2017,Storm,Affected
US,2017,Storm,SigDam
US,2017,Storm,Declar
TN,2017,Wildfire,Waiting
TW,2017,Storm,Affected
US,2017,Storm,Affected
VI,2017,Storm,Affected
VN,2017,Storm,Kill
ZA,2017,Storm,Kill
BL,2017,Storm,Affected
RS,2017,Extreme temperature,Kill
TZ,2017,Flood,Kill
UG,2017,Flood,Kill
UG,2017,Epidemic,Waiting
UY,2017,Flood,Waiting
US,2017,Storm,Kill
US,2017,Storm,Kill
US,2017,Flood,Kill
US,2017,Flood,Affected
US,2017,Storm,Affected
US,2017,Storm,Kill
US,2017,Wildfire,Declar
US,2017,Wildfire,Kill
US,2017,Drought,SigDam
US,2017,Wildfire,Affected
VG,2017,Storm,Affected
VG,2017,Storm,Affected
VN,2017,Storm,Affected
VN,2017,Storm,Kill
VN,2017,Storm,Affected
VN,2017,Flood,Affected
VU,2017,Volcanic activity,Declar
VU,2017,Storm,Affected
YE,2017,Epidemic,Kill
YE,2017,Epidemic,Kill
YE,2017,Flood,Kill
ZA,2017,Drought,Declar
ZA,2017,Flood,Affected
ZA,2017,Wildfire,SigDam
CD,2017,Landslide,Kill
CD,2017,Epidemic,Kill
CD,2017,Flood,Kill
ZM,2017,Epidemic,Kill
ME,2017,Wildfire,Declar
MF,2017,Storm,Affected
SX,2017,Storm,Affected
BD,2016,Storm,Kill
AF,2016,Flood,Kill
AF,2016,Flood,Kill
AU,2016,Storm,SigDam
BE,2016,Storm,SigDam
BS,2016,Storm,Kill
BD,2016,Storm,Kill
AF,2016,Flood,Kill
AF,2016,Flood,Kill
AO,2016,Flood,Kill
AO,2016,Flood,Declar
AO,2016,Flood,Kill
AO,2016,Flood,Kill
AL,2016,Flood,Affected
AR,2016,Flood,Affected
AM,2016,Landslide,Affected
AU,2016,Wildfire,Affected
AU,2016,Epidemic,Affected
AU,2016,Flood,Affected
AT,2016,Flood,Kill
BI,2016,Epidemic,Affected
BE,2016,Flood,Kill
BJ,2016,Epidemic,Affected
BF,2016,Flood,Affected
BD,2016,Earthquake,Affected
BD,2016,Flood,Kill
BZ,2016,Storm,Kill
NZ,2016,Earthquake,SigDam
KR,2016,Storm,Kill
NG,2016,Storm,Kill
PA,2016,Storm,Affected
EC,2016,Earthquake,Kill
CN,2016,Flood,Kill
CN,2016,Storm,Affected
MM,2016,Storm,Affected
CN,2016,Flood,Kill
MK,2016,Flood,Kill
CN,2016,Drought,Affected
MX,2016,Storm,Kill
NL,2016,Storm,SigDam
FJ,2016,Storm,Kill
MA,2016,Extreme temperature,Affected
MX,2016,Flood,Affected
BO,2016,Flood,Affected
BR,2016,Flood,Kill
CN,2016,Storm,Affected
CN,2016,Flood,Kill
DO,2016,Flood,Affected
EC,2016,Flood,Affected
ET,2016,Flood,Kill
ET,2016,Flood,Kill
HN,2016,Flood,Waiting
HN,2016,Flood,Affected
HT,2016,Flood,Kill
HT,2016,Flood,Affected
HT,2016,Flood,Affected
ID,2016,Flood,Affected
ID,2016,Flood,Affected
ID,2016,Flood,Affected
ID,2016,Flood,Kill
ID,2016,Flood,Affected
IN,2016,Flood,Kill
JP,2016,Storm,Affected
JP,2016,Flood,Affected
LK,2016,Flood,Kill
MX,2016,Flood,Affected
NP,2016,Flood,Kill
PK,2016,Flood,Kill
PK,2016,Flood,Kill
CA,2016,Wildfire,Affected
KE,2016,Flood,Kill
CN,2016,Storm,Affected
CN,2016,Storm,Kill
HU,2016,Flood,Affected
CN,2016,Storm,Kill
CN,2016,Storm,Kill
CN,2016,Landslide,Kill
CR,2016,Storm,Affected
EG,2016,Storm,Kill
FJ,2016,Storm,Affected
ID,2016,Landslide,Kill
IN,2016,Storm,Kill
JP,2016,Storm,Kill
JP,2016,Storm,Affected
LC,2016,Storm,Kill
MX,2016,Storm,Waiting
BO,2016,Drought,Declar
KH,2016,Drought,Affected
HT,2016,Drought,Affected
KE,2016,Drought,Affected
LS,2016,Drought,Affected
MG,2016,Drought,Affected
MZ,2016,Drought,Affected
HT,2016,Flood,Kill
PK,2016,Flood,Kill
FR,2016,Flood,Kill
HT,2016,Flood,Affected
BR,2016,Flood,Affected
CF,2016,Epidemic,Kill
CA,2016,Flood,Affected
CL,2016,Flood,Kill
CN,2016,Storm,Kill
CN,2016,Storm,Kill
CN,2016,Earthquake,Affected
CN,2016,Flood,Kill
CN,2016,Flood,Kill
CN,2016,Landslide,Kill
CN,2016,Landslide,Kill
CN,2016,Storm,Kill
CN,2016,Storm,Affected
CN,2016,Storm,Kill
CN,2016,Storm,Kill
CN,2016,Extreme temperature,SigDis
CN,2016,Flood,Kill
CN,2016,Flood,Kill
CN,2016,Flood,Kill
CN,2016,Flood,Kill
CN,2016,Flood,Kill
CN,2016,Storm,Affected
CN,2016,Flood,Kill
CN,2016,Flood,Kill
CI,2016,Flood,Kill
CU,2016,Storm,Kill
DE,2016,Flood,Kill
DO,2016,Storm,Kill
DO,2016,Flood,Affected
EC,2016,Earthquake,Affected
EC,2016,Flood,Affected
ES,2016,Flood,Affected
FM,2016,Drought,Affected
GH,2016,Epidemic,Affected
GH,2016,Flood,Kill
GR,2016,Flood,Affected
GT,2016,Landslide,Kill
GT,2016,Storm,Kill
HN,2016,Storm,Kill
HT,2016,Storm,Kill
HT,2016,Epidemic,Affected
HT,2016,Flood,Affected
ID,2016,Earthquake,Affected
ID,2016,Earthquake,Affected
ID,2016,Earthquake,Kill
ID,2016,Flood,Affected
ID,2016,Landslide,Kill
ID,2016,Flood,Affected
ID,2016,Flood,Affected
IN,2016,Storm,Kill
IN,2016,Storm,Kill
IN,2016,Earthquake,Affected
IN,2016,Flood,Kill
IN,2016,Flood,Kill
IN,2016,Landslide,Kill
IN,2016,Landslide,Kill
IN,2016,Extreme temperature,Kill
IN,2016,Wildfire,Kill
IN,2016,Flood,Kill
IN,2016,Flood,Kill
IN,2016,Flood,Kill
IN,2016,Flood,Kill
IL,2016,Wildfire,Affected
IT,2016,Earthquake,Kill
IT,2016,Earthquake,Affected
IT,2016,Earthquake,Affected
IT,2016,Flood,Affected
JM,2016,Storm,Kill
JP,2016,Earthquake,Kill
JP,2016,Earthquake,Kill
JP,2016,Earthquake,Affected
JP,2016,Storm,Kill
JP,2016,Extreme temperature,SigDis
KE,2016,Flood,Affected
KR,2016,Earthquake,Affected
KR,2016,Extreme temperature,SigDis
LA,2016,Flood,Affected
LR,2016,Flood,Affected
MX,2016,Flood,Affected
MX,2016,Flood,Kill
MK,2016,Earthquake,Affected
ML,2016,Flood,Affected
MM,2016,Storm,Kill
MM,2016,Earthquake,Affected
MM,2016,Landslide,Kill
MM,2016,Epidemic,Kill
MM,2016,Flood,Kill
MM,2016,Flood,Affected
MN,2016,Extreme temperature,Affected
MZ,2016,Flood,Kill
MW,2016,Flood,Kill
MY,2016,Flood,Affected
MY,2016,Flood,Affected
MY,2016,Flood,Affected
MY,2016,Flood,Affected
NE,2016,Flood,Kill
NE,2016,Epidemic,Kill
NE,2016,Flood,Affected
NG,2016,Flood,Kill
NI,2016,Storm,Affected
NP,2016,Wildfire,Kill
NP,2016,Flood,Kill
NZ,2016,Flood,Affected
OM,2016,Flood,Kill
PK,2016,Storm,Kill
PK,2016,Earthquake,Affected
PK,2016,Flood,Kill
PK,2016,Flood,Kill
US,2016,Storm,Declar
US,2016,Storm,Kill
VN,2016,Storm,Kill
AR,2016,Flood,Affected
RU,2016,Flood,Affected
US,2016,Storm,Declar
US,2016,Storm,Affected
UY,2016,Flood,Affected
PE,2016,Flood,Affected
PH,2016,Storm,Affected
PH,2016,Storm,Affected
RW,2016,Flood,Kill
TJ,2016,Flood,Kill
TW,2016,Storm,Affected
US,2016,Flood,Declar
VC,2016,Flood,Affected
BO,2016,Flood,Kill
CO,2016,Flood,Kill
TW,2016,Earthquake,Kill
SB,2016,Earthquake,Affected
US,2016,Storm,SigDam
US,2016,Storm,Waiting
US,2016,Storm,Declar
US,2016,Storm,Declar
US,2016,Storm,SigDam
UA,2016,Flood,Affected
US,2016,Flood,Declar
US,2016,Flood,Kill
CD,2016,Flood,Affected
PH,2016,Storm,Affected
SA,2016,Storm,Kill
TW,2016,Storm,Kill
US,2016,Storm,Declar
US,2016,Storm,Declar
US,2016,Storm,Kill
VN,2016,Storm,Kill
VN,2016,Storm,Affected
SS,2016,Drought,Affected
US,2016,Storm,Kill
PL,2016,Flood,Kill
RU,2016,Flood,SigDis
US,2016,Storm,Kill
PE,2016,Earthquake,Affected
PE,2016,Earthquake,Affected
PH,2016,Storm,Kill
PH,2016,Storm,Kill
PH,2016,Storm,Affected
PH,2016,Storm,Kill
PH,2016,Storm,Affected
PH,2016,Flood,Kill
PH,2016,Flood,Kill
PL,2016,Extreme temperature,Kill
KP,2016,Flood,Kill
PT,2016,Wildfire,Waiting
PY,2016,Drought,SigDis
RO,2016,Flood,Affected
RO,2016,Flood,Kill
RU,2016,Flood,Affected
RW,2016,Landslide,Kill
SA,2016,Flood,Kill
SA,2016,Flood,Kill
SD,2016,Flood,Kill
SD,2016,Epidemic,Kill
SN,2016,Flood,Affected
SG,2016,Epidemic,Affected
SB,2016,Epidemic,Affected
SO,2016,Flood,Kill
SZ,2016,Drought,Declar
SC,2016,Epidemic,Affected
TH,2016,Flood,Affected
TH,2016,Extreme temperature,SigDis
TH,2016,Flood,Affected
TH,2016,Flood,Kill
TJ,2016,Earthquake,Affected
TO,2016,Storm,Waiting
TO,2016,Storm,Kill
TO,2016,Storm,Affected
TW,2016,Storm,Kill
TW,2016,Extreme temperature,SigDis
TZ,2016,Earthquake,Kill
TZ,2016,Flood,Affected
TZ,2016,Flood,Affected
TZ,2016,Flood,Kill
UG,2016,Earthquake,Kill
UG,2016,Flood,Affected
UG,2016,Landslide,Kill
UA,2016,Extreme temperature,Kill
US,2016,Earthquake,Affected
US,2016,Wildfire,Affected
US,2016,Wildfire,Affected
US,2016,Wildfire,Affected
US,2016,Wildfire,Affected
US,2016,Flood,Waiting
US,2016,Flood,Kill
VC,2016,Storm,Kill
VN,2016,Flood,Kill
VN,2016,Storm,Waiting
VN,2016,Epidemic,Kill
VN,2016,Flood,Kill
VN,2016,Flood,Kill
YE,2016,Flood,Kill
YE,2016,Landslide,Kill
YE,2016,Epidemic,Affected
ZA,2016,Flood,Affected
ZA,2016,Extreme temperature,Kill
ZA,2016,Flood,Waiting
CD,2016,Flood,Kill
CD,2016,Epidemic,--
CD,2016,Epidemic,Kill
RS,2016,Flood,Affected
RS,2016,Flood,Affected
TL,2016,Drought,Affected
SS,2016,Epidemic,Affected
SS,2016,Flood,Kill
BR,2016,Epidemic,Kill
CN,2016,Earthquake,Affected
CN,2016,Earthquake,Affected
CO,2016,Flood,Affected
CO,2016,Epidemic,Kill
ID,2016,Flood,Kill
ID,2016,Flood,Affected
MZ,2016,Flood,Kill
PK,2016,Flood,Kill
PK,2016,Flood,Kill
MZ,2016,Storm,Kill
IR,2016,Storm,Affected
IN,2016,Flood,Kill
JP,2016,Extreme temperature,Affected
LK,2016,Drought,Affected
MX,2016,Flood,Affected
NG,2016,Epidemic,Kill
